fc1.weight,fc1.bias,fc2.weight,fc2.bias
86.26636505126953,0.04488282650709152,50.532196044921875,0.09509710967540741
136.4821014404297,0.11862317472696304,80.85530090332031,0.2523757815361023
140.17904663085938,0.10420065373182297,83.03105163574219,0.29579073190689087
156.6381378173828,0.13091669976711273,92.19091796875,0.2411964237689972
48.180999755859375,0.02216840349137783,28.897459030151367,0.19585663080215454
42.412357330322266,0.020614968612790108,25.051929473876953,0.041282836347818375
53.161537170410156,0.00835904385894537,31.590248107910156,0.056949321180582047
53.48299789428711,0.025852080434560776,30.57485580444336,0.12917248904705048
183.34104919433594,0.13658833503723145,108.14618682861328,0.29015976190567017
85.51707458496094,0.07205339521169662,50.02070236206055,0.1527366191148758
88.39192962646484,0.09190057218074799,52.154396057128906,0.15808986127376556
124.77202606201172,0.05332536995410919,74.47341918945312,0.15050233900547028
18.471872329711914,0.0039002092089504004,10.59946060180664,0.006354027893394232
148.67420959472656,0.12259440869092941,87.26160430908203,0.2604261338710785
80.68634796142578,0.07955209910869598,47.590118408203125,0.20613761246204376
109.19319152832031,0.08892431855201721,63.05836868286133,0.2636084258556366
104.00841522216797,0.07504697144031525,60.98362350463867,0.1596962958574295
160.87203979492188,0.12050677835941315,94.48683166503906,0.3307478725910187
183.497802734375,0.1701107770204544,108.44879913330078,0.286847859621048
4.978810787200928,0.014361485838890076,1.6072555780410767,0.06700891256332397
156.74351501464844,0.13842707872390747,92.38495635986328,0.22009797394275665
92.3420181274414,0.08548539131879807,54.41357421875,0.21878819167613983
121.63945770263672,0.08769893646240234,71.79224395751953,0.18675541877746582
162.69949340820312,0.1350233256816864,95.98164367675781,0.21229985356330872
124.53353118896484,0.07655053585767746,73.00845336914062,0.125301331281662
118.24668884277344,0.11415529996156693,70.98358917236328,0.24322132766246796
4.74006462097168,0.040879327803850174,3.066450834274292,0.012955546379089355
61.22439193725586,0.03690170496702194,35.81794357299805,0.0035363314673304558
54.076995849609375,0.027567394077777863,31.433860778808594,0.058577828109264374
20.346906661987305,0.004647623281925917,11.109399795532227,0.04707958176732063
23.66345977783203,0.014077048748731613,13.550871849060059,0.007997523993253708
159.54429626464844,0.11929570883512497,94.2087631225586,0.25346288084983826
25.213300704956055,0.011028865352272987,14.227409362792969,0.05998537316918373
63.39786148071289,0.04356742650270462,36.25525665283203,0.019981015473604202
20.783935546875,0.023677827790379524,12.666450500488281,0.050073232501745224
5.6688127517700195,0.015704389661550522,2.598534345626831,0.03223450854420662
6.774672508239746,0.014102896675467491,3.61313796043396,0.02887800894677639
335.647705078125,0.22653436660766602,197.9871826171875,0.44539982080459595
89.63176727294922,0.08921890705823898,53.46487045288086,0.11513680219650269
99.90714263916016,0.06889330595731735,58.12470245361328,0.22183966636657715
115.14027404785156,0.09677240997552872,67.29669952392578,0.13168275356292725
202.68898010253906,0.17438870668411255,116.97621154785156,0.4071001410484314
54.452476501464844,0.020295176655054092,31.61068344116211,0.042099110782146454
39.88022994995117,0.020038187503814697,23.3006534576416,0.043085549026727676
86.19984436035156,0.08152291178703308,50.77863311767578,0.17374159395694733
93.88935852050781,0.1060204803943634,54.834171295166016,0.18813982605934143
32.61155319213867,0.005851992405951023,18.876956939697266,0.02741885371506214
41.75923538208008,0.023002587258815765,24.475252151489258,0.12388145923614502
48.7437629699707,0.04524010047316551,28.325916290283203,0.13340680301189423
87.62820434570312,0.0983060821890831,49.60431671142578,0.13302253186702728
6.659426689147949,0.00502469576895237,2.5043399333953857,0.04246283322572708
167.81272888183594,0.10311897099018097,97.12975311279297,0.14379344880580902
166.61077880859375,0.11842376738786697,96.96321105957031,0.2538418173789978
98.37543487548828,0.07401986420154572,59.051727294921875,0.15838898718357086
101.68377685546875,0.08502552658319473,60.16764450073242,0.10636913031339645
26.881668090820312,0.03664189204573631,15.719395637512207,0.04077964276075363
78.1720199584961,0.06631673872470856,45.4986572265625,0.17827630043029785
175.8944549560547,0.12520240247249603,104.04591369628906,0.2679223418235779
76.12604522705078,0.03995100408792496,44.288551330566406,0.12207373976707458
47.124996185302734,0.021966993808746338,27.10017204284668,0.12134669721126556
52.845428466796875,0.05971857160329819,30.026369094848633,0.16438652575016022
252.08926391601562,0.1917276233434677,147.60794067382812,0.33461645245552063
78.09761047363281,0.06259387731552124,45.31483840942383,0.05915898084640503
16.111574172973633,0.011690209619700909,7.913044452667236,0.05351995304226875
56.40408706665039,0.030359668657183647,33.174190521240234,0.10232357680797577
4.817317962646484,0.012990016490221024,2.9950153827667236,0.13871152698993683
2.815356969833374,0.001603970886208117,0.7563074827194214,0.03591931238770485
91.10903930664062,0.08441552519798279,53.5424919128418,0.14247238636016846
71.8708267211914,0.057859499007463455,42.50016784667969,0.08500047773122787
177.33242797851562,0.1747995764017105,102.56909942626953,0.407985121011734
413.26861572265625,0.29905858635902405,238.4473419189453,0.6720015406608582
67.34881591796875,0.06361224502325058,39.333091735839844,0.060522548854351044
80.27204895019531,0.06888674944639206,46.85404586791992,0.1838545948266983
54.968563079833984,0.04683402180671692,32.41997528076172,0.012326679192483425
138.8269805908203,0.1180945634841919,81.74032592773438,0.28881552815437317
140.27159118652344,0.10485178977251053,80.68431854248047,0.1856634020805359
37.06415557861328,0.026765458285808563,18.67352294921875,0.02369791455566883
23.324440002441406,0.01538821030408144,13.999879837036133,0.0695515125989914
25.842098236083984,0.03497793897986412,14.51492691040039,0.0741000548005104
30.469627380371094,0.04313528910279274,16.961833953857422,0.05305832624435425
82.8509750366211,0.052603885531425476,47.88433074951172,0.03802952170372009
41.86768341064453,0.04269016534090042,24.761281967163086,0.23783208429813385
84.95835876464844,0.07645060122013092,48.42390060424805,0.12436594814062119
122.6574935913086,0.08750177919864655,70.75617980957031,0.1866903305053711
78.99617004394531,0.06201012805104256,45.50136184692383,0.17009706795215607
12.506389617919922,0.007232309319078922,5.133827209472656,0.0839548408985138
13.424237251281738,0.006734187249094248,6.722525119781494,0.025966521352529526
44.64293670654297,0.03824932500720024,25.431175231933594,0.044792335480451584
416.0816955566406,0.3153174817562103,239.29258728027344,0.6688331365585327
9.61074447631836,0.0021210501436144114,5.65860652923584,0.040822360664606094
24.444442749023438,0.026845866814255714,14.4683198928833,0.05744152143597603
338.3082275390625,0.3107335567474365,195.09056091308594,0.6273037791252136
150.7253875732422,0.11515811085700989,85.64889526367188,0.20889689028263092
12.480890274047852,0.023436905816197395,7.884249210357666,0.05015987902879715
70.75798797607422,0.06782841682434082,41.111961364746094,0.1820521205663681
82.3194351196289,0.07538838684558868,48.392356872558594,0.23511634767055511
55.37150955200195,0.013892107643187046,32.73794174194336,0.03039693646132946
121.2997055053711,0.12067441642284393,70.51454162597656,0.25826069712638855
82.35029602050781,0.07154548913240433,47.37186050415039,0.15312312543392181
191.2738494873047,0.148014098405838,109.79286193847656,0.4294466972351074
